id,course_name,date_created,school_id,public_course,category,sync_date
46,biology1329,2019-02-23 00:00:00,595,1,6,2019-02-24 00:00:00
36,biology608,2019-10-16 00:00:00,65,1,8,2019-10-17 00:00:00
47,biology1008,2019-08-03 00:00:00,66,0,5,2019-08-04 00:00:00
16,biology259,2019-03-23 00:00:00,638,1,2,2019-03-24 00:00:00
28,biology500,2019-04-23 00:00:00,239,0,3,2019-04-24 00:00:00
30,biology410,2019-02-10 00:00:00,9,0,2,2019-02-11 00:00:00
21,biology825,2019-04-06 00:00:00,609,1,0,2019-04-07 00:00:00
49,biology573,2019-10-11 00:00:00,433,1,3,2019-10-12 00:00:00
13,biology1100,2019-03-19 00:00:00,662,1,8,2019-03-20 00:00:00
5,biology570,2019-03-27 00:00:00,175,1,6,2019-03-28 00:00:00
28,biology1010,2019-06-02 00:00:00,631,1,4,2019-06-03 00:00:00
27,biology1079,2019-04-22 00:00:00,37,1,7,2019-04-23 00:00:00
60,biology64,2019-05-29 00:00:00,566,1,2,2019-05-30 00:00:00
4,biology39,2020-02-25 00:00:00,349,0,1,2020-02-26 00:00:00
8,biology604,2019-09-22 00:00:00,322,1,6,2019-09-23 00:00:00
54,biology590,2020-03-26 00:00:00,732,0,0,2020-03-27 00:00:00
60,biology1075,2019-11-25 00:00:00,277,1,5,2019-11-26 00:00:00
5,biology37,2020-05-07 00:00:00,499,0,3,2020-05-08 00:00:00
40,biology1034,2019-08-16 00:00:00,273,0,1,2019-08-17 00:00:00
2,biology662,2019-05-01 00:00:00,10,0,2,2019-05-02 00:00:00
48,biology227,2020-04-13 00:00:00,295,0,1,2020-04-14 00:00:00
56,biology624,2019-01-22 00:00:00,655,0,3,2019-01-23 00:00:00
4,biology607,2019-08-24 00:00:00,50,1,2,2019-08-25 00:00:00
45,biology1162,2020-01-26 00:00:00,227,1,6,2020-01-27 00:00:00
30,biology1040,2019-01-10 00:00:00,607,0,5,2019-01-11 00:00:00
32,biology110,2019-08-14 00:00:00,143,1,7,2019-08-15 00:00:00
4,biology369,2020-03-08 00:00:00,134,1,1,2020-03-09 00:00:00
40,biology425,2020-05-07 00:00:00,688,1,3,2020-05-08 00:00:00
0,biology286,2020-03-17 00:00:00,671,1,0,2020-03-18 00:00:00
54,biology355,2019-08-25 00:00:00,530,0,1,2019-08-26 00:00:00
59,biology280,2020-03-19 00:00:00,101,1,0,2020-03-20 00:00:00
33,biology1196,2019-06-09 00:00:00,153,0,1,2019-06-10 00:00:00
54,biology516,2020-08-10 00:00:00,86,1,4,2020-08-11 00:00:00
13,biology800,2019-06-07 00:00:00,567,1,0,2019-06-08 00:00:00
16,biology106,2020-03-13 00:00:00,92,1,0,2020-03-14 00:00:00
9,biology902,2019-03-16 00:00:00,760,1,3,2019-03-17 00:00:00
14,biology1201,2020-08-14 00:00:00,555,0,5,2020-08-15 00:00:00
28,biology1324,2019-06-23 00:00:00,172,1,0,2019-06-24 00:00:00
38,biology1134,2019-12-05 00:00:00,272,1,5,2019-12-06 00:00:00
28,biology17,2020-02-14 00:00:00,653,0,5,2020-02-15 00:00:00
51,biology691,2019-07-30 00:00:00,733,0,0,2019-07-31 00:00:00
3,biology1195,2020-02-13 00:00:00,628,1,4,2020-02-14 00:00:00
32,biology943,2019-08-01 00:00:00,12,1,6,2019-08-02 00:00:00
59,biology1247,2020-05-06 00:00:00,397,1,3,2020-05-07 00:00:00
48,biology1333,2020-05-05 00:00:00,303,0,2,2020-05-06 00:00:00
22,biology618,2019-03-06 00:00:00,674,1,3,2019-03-07 00:00:00
8,biology701,2019-09-19 00:00:00,588,1,0,2019-09-20 00:00:00
36,biology774,2019-11-14 00:00:00,661,0,3,2019-11-15 00:00:00
59,biology961,2019-08-22 00:00:00,286,0,5,2019-08-23 00:00:00
60,biology1160,2020-04-21 00:00:00,580,1,7,2020-04-22 00:00:00
58,biology617,2019-12-19 00:00:00,646,1,8,2019-12-20 00:00:00
45,biology609,2019-12-21 00:00:00,110,1,6,2019-12-22 00:00:00
35,biology698,2020-07-20 00:00:00,395,0,5,2020-07-21 00:00:00
6,biology1172,2020-02-13 00:00:00,784,0,0,2020-02-14 00:00:00
24,biology108,2019-10-06 00:00:00,161,0,1,2019-10-07 00:00:00
27,biology438,2019-09-11 00:00:00,173,0,3,2019-09-12 00:00:00
59,biology643,2019-01-12 00:00:00,494,1,1,2019-01-13 00:00:00
2,biology433,2020-04-17 00:00:00,134,0,2,2020-04-18 00:00:00
24,biology402,2019-09-13 00:00:00,57,1,8,2019-09-14 00:00:00
15,biology1250,2020-04-29 00:00:00,447,1,4,2020-04-30 00:00:00
27,biology936,2020-01-19 00:00:00,466,0,2,2020-01-20 00:00:00
21,biology938,2020-03-24 00:00:00,204,0,1,2020-03-25 00:00:00
50,biology464,2019-02-15 00:00:00,601,0,4,2019-02-16 00:00:00
40,biology555,2019-10-29 00:00:00,62,0,1,2019-10-30 00:00:00
52,biology1110,2019-07-31 00:00:00,268,1,6,2019-08-01 00:00:00
21,biology1197,2019-04-30 00:00:00,520,1,4,2019-05-01 00:00:00
4,biology300,2020-08-22 00:00:00,113,0,2,2020-08-23 00:00:00
52,biology337,2019-11-17 00:00:00,722,1,7,2019-11-18 00:00:00
35,biology946,2019-08-02 00:00:00,319,0,8,2019-08-03 00:00:00
52,biology713,2019-12-19 00:00:00,845,0,7,2019-12-20 00:00:00
39,biology1131,2019-12-10 00:00:00,574,0,2,2019-12-11 00:00:00
9,biology950,2019-01-29 00:00:00,11,0,8,2019-01-30 00:00:00
48,biology707,2019-08-30 00:00:00,183,0,8,2019-08-31 00:00:00
21,biology495,2019-05-03 00:00:00,734,0,1,2019-05-04 00:00:00
38,biology1399,2019-02-15 00:00:00,535,1,1,2019-02-16 00:00:00
57,biology197,2020-07-06 00:00:00,395,1,1,2020-07-07 00:00:00
33,biology639,2019-12-02 00:00:00,122,0,8,2019-12-03 00:00:00
40,biology1399,2020-07-18 00:00:00,811,0,1,2020-07-19 00:00:00
40,biology586,2019-09-15 00:00:00,55,0,4,2019-09-16 00:00:00
60,biology796,2020-07-30 00:00:00,844,0,6,2020-07-31 00:00:00
42,biology300,2019-04-03 00:00:00,311,1,6,2019-04-04 00:00:00
1,biology1322,2020-06-03 00:00:00,274,0,4,2020-06-04 00:00:00
26,biology1049,2020-03-08 00:00:00,351,0,5,2020-03-09 00:00:00
40,biology1154,2019-09-18 00:00:00,303,1,8,2019-09-19 00:00:00
6,biology442,2019-10-16 00:00:00,36,0,0,2019-10-17 00:00:00
56,biology1328,2020-08-09 00:00:00,591,0,1,2020-08-10 00:00:00
29,biology763,2019-09-10 00:00:00,737,1,6,2019-09-11 00:00:00
21,biology1045,2019-01-26 00:00:00,498,0,1,2019-01-27 00:00:00
24,biology664,2019-05-01 00:00:00,83,0,8,2019-05-02 00:00:00
38,biology958,2020-04-29 00:00:00,726,0,6,2020-04-30 00:00:00
13,biology1245,2020-04-29 00:00:00,520,0,1,2020-04-30 00:00:00
38,biology707,2019-12-03 00:00:00,587,1,8,2019-12-04 00:00:00
36,biology1394,2020-06-22 00:00:00,248,1,8,2020-06-23 00:00:00
35,biology564,2019-10-09 00:00:00,655,1,5,2019-10-10 00:00:00
52,biology218,2020-01-15 00:00:00,269,1,3,2020-01-16 00:00:00
39,biology138,2020-06-13 00:00:00,762,0,7,2020-06-14 00:00:00
16,biology510,2019-07-06 00:00:00,435,1,3,2019-07-07 00:00:00
1,biology1094,2019-04-04 00:00:00,481,1,2,2019-04-05 00:00:00
18,biology1189,2020-06-10 00:00:00,483,0,4,2020-06-11 00:00:00
53,biology415,2020-02-15 00:00:00,444,0,1,2020-02-16 00:00:00
49,biology925,2019-05-20 00:00:00,518,1,1,2019-05-21 00:00:00
28,biology606,2020-06-29 00:00:00,440,1,2,2020-06-30 00:00:00
12,biology1129,2019-09-15 00:00:00,705,0,2,2019-09-16 00:00:00
54,biology158,2020-07-07 00:00:00,487,1,0,2020-07-08 00:00:00
37,biology631,2019-06-05 00:00:00,633,0,6,2019-06-06 00:00:00
33,biology1074,2020-06-25 00:00:00,630,1,0,2020-06-26 00:00:00
29,biology118,2020-07-03 00:00:00,234,0,1,2020-07-04 00:00:00
14,biology920,2020-05-02 00:00:00,390,0,5,2020-05-03 00:00:00
14,biology660,2020-03-10 00:00:00,608,1,6,2020-03-11 00:00:00
3,biology386,2019-06-14 00:00:00,831,1,3,2019-06-15 00:00:00
24,biology492,2019-04-03 00:00:00,736,0,2,2019-04-04 00:00:00
24,biology563,2020-07-08 00:00:00,659,0,2,2020-07-09 00:00:00
25,biology634,2020-06-05 00:00:00,275,0,5,2020-06-06 00:00:00
50,biology423,2020-03-27 00:00:00,655,1,7,2020-03-28 00:00:00
6,biology817,2020-05-13 00:00:00,416,1,4,2020-05-14 00:00:00
39,biology1008,2020-02-09 00:00:00,429,1,6,2020-02-10 00:00:00
29,biology1043,2020-01-20 00:00:00,199,1,8,2020-01-21 00:00:00
58,biology1249,2020-08-19 00:00:00,793,0,4,2020-08-20 00:00:00
12,biology618,2020-07-14 00:00:00,227,1,4,2020-07-15 00:00:00
27,biology303,2019-06-23 00:00:00,691,0,4,2019-06-24 00:00:00
59,biology13,2019-12-20 00:00:00,744,1,2,2019-12-21 00:00:00
42,biology46,2020-08-03 00:00:00,259,1,5,2020-08-04 00:00:00
13,biology997,2020-06-18 00:00:00,650,1,5,2020-06-19 00:00:00
20,biology175,2019-12-04 00:00:00,314,1,3,2019-12-05 00:00:00
61,biology332,2019-12-18 00:00:00,518,0,6,2019-12-19 00:00:00
38,biology1314,2019-08-23 00:00:00,490,1,2,2019-08-24 00:00:00
37,biology22,2019-03-28 00:00:00,610,1,4,2019-03-29 00:00:00
26,biology547,2019-05-13 00:00:00,166,1,1,2019-05-14 00:00:00
16,biology974,2019-10-11 00:00:00,96,0,7,2019-10-12 00:00:00
38,biology1303,2019-04-03 00:00:00,98,0,5,2019-04-04 00:00:00
56,biology1016,2019-03-28 00:00:00,28,1,1,2019-03-29 00:00:00
54,biology665,2020-05-23 00:00:00,382,1,6,2020-05-24 00:00:00
36,biology935,2019-01-17 00:00:00,363,0,7,2019-01-18 00:00:00
43,biology926,2020-07-08 00:00:00,726,1,4,2020-07-09 00:00:00
43,biology1175,2019-11-28 00:00:00,558,1,6,2019-11-29 00:00:00
22,biology1090,2019-07-16 00:00:00,309,1,1,2019-07-17 00:00:00
47,biology1226,2019-01-02 00:00:00,483,1,6,2019-01-03 00:00:00
46,biology246,2019-07-01 00:00:00,244,1,6,2019-07-02 00:00:00
2,biology707,2019-04-15 00:00:00,433,0,6,2019-04-16 00:00:00
53,biology1380,2020-05-06 00:00:00,360,1,8,2020-05-07 00:00:00
30,biology1373,2020-02-25 00:00:00,410,1,4,2020-02-26 00:00:00
25,biology1119,2019-02-24 00:00:00,342,1,4,2019-02-25 00:00:00
10,biology67,2019-03-11 00:00:00,474,1,3,2019-03-12 00:00:00
40,biology746,2019-08-31 00:00:00,317,1,3,2019-09-01 00:00:00
44,biology1203,2019-03-28 00:00:00,703,1,3,2019-03-29 00:00:00
17,biology1100,2019-06-13 00:00:00,266,0,4,2019-06-14 00:00:00
20,biology1047,2019-12-04 00:00:00,227,0,3,2019-12-05 00:00:00
10,biology332,2019-01-30 00:00:00,618,0,5,2019-01-31 00:00:00
7,biology1017,2020-01-03 00:00:00,163,1,2,2020-01-04 00:00:00
7,biology618,2019-10-12 00:00:00,271,1,8,2019-10-13 00:00:00
60,biology123,2019-10-29 00:00:00,609,1,8,2019-10-30 00:00:00
1,biology123,2019-06-06 00:00:00,101,1,8,2019-06-07 00:00:00
56,biology1065,2020-01-26 00:00:00,365,1,7,2020-01-27 00:00:00
1,biology205,2020-04-22 00:00:00,342,1,1,2020-04-23 00:00:00
44,biology802,2020-06-27 00:00:00,726,1,3,2020-06-28 00:00:00
61,biology746,2019-03-19 00:00:00,786,0,5,2019-03-20 00:00:00
37,biology939,2020-04-25 00:00:00,158,1,6,2020-04-26 00:00:00
55,biology1250,2020-04-24 00:00:00,63,1,4,2020-04-25 00:00:00
19,biology302,2019-08-08 00:00:00,78,1,8,2019-08-09 00:00:00
51,biology948,2019-06-25 00:00:00,97,0,0,2019-06-26 00:00:00
50,biology318,2019-04-14 00:00:00,34,1,2,2019-04-15 00:00:00
30,biology535,2020-05-22 00:00:00,161,1,2,2020-05-23 00:00:00
4,biology338,2019-03-19 00:00:00,396,0,2,2019-03-20 00:00:00
57,biology672,2019-09-15 00:00:00,528,1,5,2019-09-16 00:00:00
39,biology1145,2019-11-09 00:00:00,677,0,8,2019-11-10 00:00:00
20,biology420,2019-01-16 00:00:00,324,1,8,2019-01-17 00:00:00
30,biology901,2019-08-06 00:00:00,687,1,3,2019-08-07 00:00:00
58,biology636,2019-10-24 00:00:00,538,0,5,2019-10-25 00:00:00
11,biology595,2019-05-27 00:00:00,268,1,8,2019-05-28 00:00:00
13,biology198,2019-05-22 00:00:00,481,1,8,2019-05-23 00:00:00
10,biology910,2019-04-06 00:00:00,438,0,3,2019-04-07 00:00:00
13,biology585,2019-06-06 00:00:00,573,0,4,2019-06-07 00:00:00
55,biology441,2019-11-27 00:00:00,423,0,5,2019-11-28 00:00:00
13,biology879,2020-05-22 00:00:00,166,1,1,2020-05-23 00:00:00
19,biology957,2019-05-05 00:00:00,490,1,3,2019-05-06 00:00:00
41,biology261,2019-08-08 00:00:00,849,1,0,2019-08-09 00:00:00
48,biology1375,2019-08-12 00:00:00,261,1,2,2019-08-13 00:00:00
46,biology1177,2019-10-05 00:00:00,632,0,3,2019-10-06 00:00:00
37,biology784,2019-02-08 00:00:00,779,1,7,2019-02-09 00:00:00
6,biology794,2020-02-22 00:00:00,470,1,7,2020-02-23 00:00:00
50,biology17,2019-01-31 00:00:00,636,1,0,2019-02-01 00:00:00
30,biology89,2020-02-16 00:00:00,191,0,0,2020-02-17 00:00:00
17,biology52,2019-01-13 00:00:00,420,0,0,2019-01-14 00:00:00
40,biology22,2019-01-04 00:00:00,17,1,0,2019-01-05 00:00:00
8,biology1024,2020-01-09 00:00:00,502,1,4,2020-01-10 00:00:00
11,biology174,2020-04-19 00:00:00,838,0,7,2020-04-20 00:00:00
17,biology215,2019-03-15 00:00:00,130,0,1,2019-03-16 00:00:00
46,biology972,2019-07-21 00:00:00,179,1,4,2019-07-22 00:00:00
60,biology946,2020-01-12 00:00:00,132,1,0,2020-01-13 00:00:00
44,biology65,2020-05-08 00:00:00,801,0,5,2020-05-09 00:00:00
52,biology323,2020-05-13 00:00:00,115,0,2,2020-05-14 00:00:00
34,biology571,2019-01-16 00:00:00,825,1,2,2019-01-17 00:00:00
21,biology579,2019-01-06 00:00:00,778,1,1,2019-01-07 00:00:00
18,biology903,2020-02-01 00:00:00,480,1,2,2020-02-02 00:00:00
49,biology1279,2019-09-15 00:00:00,360,1,7,2019-09-16 00:00:00
10,biology87,2019-04-30 00:00:00,65,0,3,2019-05-01 00:00:00
46,biology1254,2019-09-09 00:00:00,16,0,8,2019-09-10 00:00:00
55,biology258,2019-11-15 00:00:00,180,0,3,2019-11-16 00:00:00
11,biology1003,2019-01-29 00:00:00,673,1,0,2019-01-30 00:00:00
14,biology699,2020-06-27 00:00:00,189,0,0,2020-06-28 00:00:00
55,biology642,2020-06-26 00:00:00,519,0,3,2020-06-27 00:00:00
32,biology317,2019-10-28 00:00:00,518,0,5,2019-10-29 00:00:00
26,biology272,2019-12-08 00:00:00,216,0,5,2019-12-09 00:00:00
12,biology281,2019-06-23 00:00:00,826,0,6,2019-06-24 00:00:00
29,biology1330,2019-12-02 00:00:00,558,0,6,2019-12-03 00:00:00
48,biology802,2020-05-03 00:00:00,425,0,2,2020-05-04 00:00:00
40,biology47,2020-02-09 00:00:00,192,0,2,2020-02-10 00:00:00
32,biology1249,2020-06-05 00:00:00,530,0,5,2020-06-06 00:00:00
55,biology611,2020-08-08 00:00:00,336,0,8,2020-08-09 00:00:00
24,biology1287,2020-04-03 00:00:00,413,1,6,2020-04-04 00:00:00
34,biology1223,2019-01-01 00:00:00,61,0,6,2019-01-02 00:00:00
43,biology704,2020-06-10 00:00:00,325,1,4,2020-06-11 00:00:00
35,biology944,2020-03-27 00:00:00,216,1,3,2020-03-28 00:00:00
34,biology123,2019-09-06 00:00:00,390,0,3,2019-09-07 00:00:00
49,biology1030,2020-06-02 00:00:00,206,0,6,2020-06-03 00:00:00
35,biology68,2019-11-28 00:00:00,507,0,6,2019-11-29 00:00:00
11,biology963,2019-04-16 00:00:00,447,0,5,2019-04-17 00:00:00
0,biology441,2019-05-26 00:00:00,145,0,1,2019-05-27 00:00:00
31,biology1311,2020-08-22 00:00:00,661,0,5,2020-08-23 00:00:00
39,biology810,2020-05-15 00:00:00,667,0,1,2020-05-16 00:00:00
44,biology1330,2019-08-28 00:00:00,156,0,8,2019-08-29 00:00:00
10,biology339,2020-01-24 00:00:00,393,1,4,2020-01-25 00:00:00
19,biology366,2019-02-23 00:00:00,43,1,0,2019-02-24 00:00:00
46,biology1224,2020-03-21 00:00:00,752,1,4,2020-03-22 00:00:00
55,biology953,2019-05-28 00:00:00,705,1,0,2019-05-29 00:00:00
59,biology377,2020-05-16 00:00:00,6,1,8,2020-05-17 00:00:00
29,biology224,2019-01-04 00:00:00,807,1,4,2019-01-05 00:00:00
9,biology486,2019-05-17 00:00:00,502,1,2,2019-05-18 00:00:00
52,biology691,2019-05-11 00:00:00,406,0,4,2019-05-12 00:00:00
8,biology848,2020-08-14 00:00:00,236,0,6,2020-08-15 00:00:00
27,biology730,2019-09-28 00:00:00,547,1,4,2019-09-29 00:00:00
47,biology1361,2020-01-21 00:00:00,100,1,0,2020-01-22 00:00:00
37,biology336,2020-07-22 00:00:00,726,0,1,2020-07-23 00:00:00
47,biology820,2020-02-29 00:00:00,573,0,8,2020-03-01 00:00:00
12,biology769,2020-01-30 00:00:00,735,1,5,2020-01-31 00:00:00
55,biology148,2019-07-14 00:00:00,321,1,1,2019-07-15 00:00:00
6,biology1307,2020-03-19 00:00:00,47,1,7,2020-03-20 00:00:00
50,biology1340,2020-06-29 00:00:00,31,1,1,2020-06-30 00:00:00
53,biology650,2020-06-09 00:00:00,336,0,2,2020-06-10 00:00:00
48,biology906,2019-07-05 00:00:00,693,1,8,2019-07-06 00:00:00
5,biology967,2020-03-02 00:00:00,137,0,3,2020-03-03 00:00:00
58,biology342,2020-04-15 00:00:00,695,0,4,2020-04-16 00:00:00
50,biology95,2019-11-14 00:00:00,548,0,8,2019-11-15 00:00:00
47,biology234,2020-07-23 00:00:00,617,1,4,2020-07-24 00:00:00
3,biology294,2020-08-20 00:00:00,105,0,4,2020-08-21 00:00:00
5,biology521,2019-01-10 00:00:00,180,1,5,2019-01-11 00:00:00
61,biology259,2019-03-18 00:00:00,726,1,4,2019-03-19 00:00:00
47,biology32,2019-11-28 00:00:00,614,1,5,2019-11-29 00:00:00
27,biology1347,2020-03-11 00:00:00,147,0,8,2020-03-12 00:00:00
17,biology186,2019-05-11 00:00:00,373,1,2,2019-05-12 00:00:00
37,biology77,2020-03-14 00:00:00,391,0,0,2020-03-15 00:00:00
49,biology1095,2020-07-12 00:00:00,840,1,2,2020-07-13 00:00:00
41,biology881,2019-09-02 00:00:00,8,0,5,2019-09-03 00:00:00
51,biology475,2019-08-19 00:00:00,401,0,6,2019-08-20 00:00:00
31,biology854,2020-07-13 00:00:00,303,0,1,2020-07-14 00:00:00
35,biology53,2019-07-09 00:00:00,83,1,7,2019-07-10 00:00:00
22,biology1365,2019-08-19 00:00:00,670,0,6,2019-08-20 00:00:00
0,biology1068,2019-04-26 00:00:00,489,1,0,2019-04-27 00:00:00
39,biology99,2019-01-30 00:00:00,833,1,3,2019-01-31 00:00:00
10,biology1002,2019-01-15 00:00:00,551,1,0,2019-01-16 00:00:00
42,biology534,2020-04-24 00:00:00,595,0,7,2020-04-25 00:00:00
47,biology164,2020-07-12 00:00:00,597,1,8,2020-07-13 00:00:00
1,biology1317,2019-04-04 00:00:00,472,1,3,2019-04-05 00:00:00
8,biology963,2020-04-30 00:00:00,116,0,7,2020-05-01 00:00:00
33,biology572,2019-12-11 00:00:00,219,0,1,2019-12-12 00:00:00
44,biology3,2020-01-20 00:00:00,593,1,4,2020-01-21 00:00:00
6,biology897,2019-11-26 00:00:00,261,1,0,2019-11-27 00:00:00
4,biology1030,2020-02-18 00:00:00,513,0,0,2020-02-19 00:00:00
27,biology1373,2020-01-06 00:00:00,709,0,3,2020-01-07 00:00:00
36,biology1292,2019-01-13 00:00:00,73,1,2,2019-01-14 00:00:00
1,biology436,2019-10-06 00:00:00,395,1,0,2019-10-07 00:00:00
35,biology478,2019-09-18 00:00:00,302,0,2,2019-09-19 00:00:00
61,biology587,2020-07-29 00:00:00,184,1,4,2020-07-30 00:00:00
52,biology1330,2019-03-13 00:00:00,662,1,1,2019-03-14 00:00:00
24,biology1107,2020-07-03 00:00:00,24,1,4,2020-07-04 00:00:00
22,biology1269,2019-04-03 00:00:00,619,1,4,2019-04-04 00:00:00
13,biology834,2020-01-06 00:00:00,395,0,8,2020-01-07 00:00:00
23,biology452,2019-12-02 00:00:00,109,0,1,2019-12-03 00:00:00
61,biology1122,2020-07-13 00:00:00,674,0,3,2020-07-14 00:00:00
7,biology713,2019-05-01 00:00:00,354,0,5,2019-05-02 00:00:00
5,biology1355,2020-01-19 00:00:00,828,0,2,2020-01-20 00:00:00
57,biology166,2019-04-03 00:00:00,354,1,1,2019-04-04 00:00:00
45,biology251,2020-03-05 00:00:00,845,1,6,2020-03-06 00:00:00
33,biology130,2019-05-30 00:00:00,538,0,6,2019-05-31 00:00:00
7,biology915,2019-12-27 00:00:00,135,1,1,2019-12-28 00:00:00
26,biology269,2019-09-06 00:00:00,27,0,8,2019-09-07 00:00:00
15,biology49,2019-06-23 00:00:00,391,0,0,2019-06-24 00:00:00
29,biology50,2020-06-09 00:00:00,698,0,2,2020-06-10 00:00:00
18,biology1030,2019-11-11 00:00:00,298,0,1,2019-11-12 00:00:00
11,biology258,2020-08-13 00:00:00,573,1,7,2020-08-14 00:00:00
18,biology980,2019-12-13 00:00:00,525,0,5,2019-12-14 00:00:00
16,biology1338,2020-06-22 00:00:00,689,0,3,2020-06-23 00:00:00
53,biology388,2019-03-15 00:00:00,680,1,7,2019-03-16 00:00:00
8,biology318,2019-03-19 00:00:00,342,0,1,2019-03-20 00:00:00
2,biology617,2019-08-17 00:00:00,220,0,6,2019-08-18 00:00:00
54,biology870,2020-08-13 00:00:00,762,1,3,2020-08-14 00:00:00
40,biology367,2019-09-07 00:00:00,207,1,6,2019-09-08 00:00:00
33,biology214,2020-08-22 00:00:00,346,0,0,2020-08-23 00:00:00
39,biology375,2019-03-01 00:00:00,572,0,0,2019-03-02 00:00:00
24,biology1300,2019-07-13 00:00:00,145,0,7,2019-07-14 00:00:00
9,biology1164,2019-09-26 00:00:00,392,0,7,2019-09-27 00:00:00
55,biology1384,2019-04-07 00:00:00,131,0,1,2019-04-08 00:00:00
9,biology366,2019-08-13 00:00:00,210,1,3,2019-08-14 00:00:00
34,biology638,2019-09-27 00:00:00,652,0,4,2019-09-28 00:00:00
59,biology1097,2019-04-23 00:00:00,695,0,5,2019-04-24 00:00:00
37,biology608,2020-06-29 00:00:00,106,0,2,2020-06-30 00:00:00
30,biology1226,2019-02-27 00:00:00,492,0,0,2019-02-28 00:00:00
25,biology338,2020-01-27 00:00:00,174,0,8,2020-01-28 00:00:00
19,biology495,2019-12-19 00:00:00,305,1,7,2019-12-20 00:00:00
34,biology666,2019-12-28 00:00:00,203,1,0,2019-12-29 00:00:00
45,biology649,2019-04-04 00:00:00,355,1,5,2019-04-05 00:00:00
59,biology1391,2019-05-11 00:00:00,206,1,0,2019-05-12 00:00:00
38,biology626,2019-02-16 00:00:00,417,1,2,2019-02-17 00:00:00
43,biology742,2019-02-06 00:00:00,683,0,8,2019-02-07 00:00:00
9,biology1068,2019-11-04 00:00:00,803,1,5,2019-11-05 00:00:00
6,biology1062,2019-06-26 00:00:00,162,0,6,2019-06-27 00:00:00
46,biology977,2019-01-08 00:00:00,555,0,0,2019-01-09 00:00:00
42,biology856,2019-05-28 00:00:00,220,1,7,2019-05-29 00:00:00
21,biology295,2019-04-08 00:00:00,403,0,4,2019-04-09 00:00:00
24,biology595,2019-02-19 00:00:00,38,0,8,2019-02-20 00:00:00
49,biology1126,2019-11-26 00:00:00,540,0,1,2019-11-27 00:00:00
11,biology933,2019-12-22 00:00:00,487,1,0,2019-12-23 00:00:00
17,biology14,2019-01-27 00:00:00,635,0,0,2019-01-28 00:00:00
52,biology755,2020-02-16 00:00:00,763,0,5,2020-02-17 00:00:00
31,biology812,2020-07-29 00:00:00,463,0,7,2020-07-30 00:00:00
41,biology968,2019-01-10 00:00:00,562,0,6,2019-01-11 00:00:00
60,biology754,2019-08-17 00:00:00,507,0,8,2019-08-18 00:00:00
17,biology60,2020-04-12 00:00:00,835,0,3,2020-04-13 00:00:00
61,biology343,2019-11-07 00:00:00,293,1,4,2019-11-08 00:00:00
8,biology1210,2019-05-20 00:00:00,590,1,5,2019-05-21 00:00:00
28,biology959,2019-12-30 00:00:00,685,0,4,2019-12-31 00:00:00
53,biology1099,2019-11-17 00:00:00,109,1,4,2019-11-18 00:00:00
51,biology595,2019-04-10 00:00:00,343,0,7,2019-04-11 00:00:00
60,biology21,2019-10-03 00:00:00,598,0,5,2019-10-04 00:00:00
47,biology1378,2019-01-11 00:00:00,562,1,7,2019-01-12 00:00:00
24,biology1058,2020-01-14 00:00:00,822,1,1,2020-01-15 00:00:00
58,biology205,2019-04-13 00:00:00,575,1,3,2019-04-14 00:00:00
19,biology408,2020-02-28 00:00:00,516,0,8,2020-02-29 00:00:00
14,biology1298,2019-10-24 00:00:00,545,0,7,2019-10-25 00:00:00
58,biology1125,2020-07-28 00:00:00,664,0,7,2020-07-29 00:00:00
58,biology1012,2019-09-13 00:00:00,703,1,4,2019-09-14 00:00:00
49,biology21,2019-11-06 00:00:00,381,1,8,2019-11-07 00:00:00
51,biology209,2020-07-04 00:00:00,800,1,6,2020-07-05 00:00:00
7,biology159,2019-02-04 00:00:00,276,0,8,2019-02-05 00:00:00
50,biology648,2019-03-17 00:00:00,819,1,4,2019-03-18 00:00:00
1,biology826,2020-07-20 00:00:00,642,0,6,2020-07-21 00:00:00
58,biology846,2020-03-10 00:00:00,487,0,6,2020-03-11 00:00:00
6,biology348,2020-06-14 00:00:00,86,1,5,2020-06-15 00:00:00
29,biology1143,2019-06-24 00:00:00,727,0,0,2019-06-25 00:00:00
54,biology721,2019-04-11 00:00:00,263,0,5,2019-04-12 00:00:00
1,biology1063,2020-04-18 00:00:00,625,1,7,2020-04-19 00:00:00
12,biology826,2019-06-21 00:00:00,600,1,3,2019-06-22 00:00:00
14,biology764,2019-08-19 00:00:00,447,0,6,2019-08-20 00:00:00
18,biology1158,2019-08-15 00:00:00,355,0,0,2019-08-16 00:00:00
3,biology136,2019-06-17 00:00:00,432,0,5,2019-06-18 00:00:00
33,biology526,2019-02-22 00:00:00,255,0,2,2019-02-23 00:00:00
8,biology754,2019-12-19 00:00:00,320,0,5,2019-12-20 00:00:00
21,biology840,2019-12-14 00:00:00,71,0,2,2019-12-15 00:00:00
46,biology18,2020-07-26 00:00:00,402,1,6,2020-07-27 00:00:00
14,biology864,2019-07-27 00:00:00,306,1,1,2019-07-28 00:00:00
22,biology779,2019-10-20 00:00:00,492,1,7,2019-10-21 00:00:00
55,biology190,2019-05-03 00:00:00,395,1,8,2019-05-04 00:00:00
39,biology182,2020-03-02 00:00:00,122,0,4,2020-03-03 00:00:00
28,biology217,2020-04-05 00:00:00,580,1,4,2020-04-06 00:00:00
